Sourec airport IATA,Soure airport ID,Source Country,Source City,Cource airport name,Source Lat,Source Long,source timezone,source DST,Destination Airport IATA,Destination Airport ID,Destination Country,Destination city,Desitination Airport name,Destination Lat,Destination Long,Destination timezone,Destination DST,Distance
KIX,3992,Japan,Osaka,Kansai International Airport,34.4272995,135.2440033,9,U,MNL,2397,Philippines,Manila,Ninoy Aquino International Airport,14.5086,121.019997,8,N,
KIX,3992,Japan,Osaka,Kansai International Airport,34.4272995,135.2440033,9,U,TPE,2276,Taiwan,Taipei,Taiwan Taoyuan International Airport,25.0777,121.233002,8,U,
KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,
MNL,2397,Philippines,Manila,Ninoy Aquino International Airport,14.5086,121.019997,8,N,KIX,3992,Japan,Osaka,Kansai International Airport,34.4272995,135.2440033,9,U,
MNL,2397,Philippines,Manila,Ninoy Aquino International Airport,14.5086,121.019997,8,N,SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,
PEN,3308,Malaysia,Penang,Penang International Airport,5.297140121,100.2770004,8,N,SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,
PNH,3034,Cambodia,Phnom-penh,Phnom Penh International Airport,11.54660034,104.8440018,7,U,SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,
REP,3035,Cambodia,Siem-reap,Siem Reap International Airport,13.41069984,103.8130035,7,U,SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,
RGN,3239,Burma,Yangon,Yangon International Airport,16.90730095,96.1332016,6.5,U,SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,
SGN,3205,Vietnam,Ho Chi Minh City,Tan Son Nhat International Airport,10.81879997,106.6520004,7,U,SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,
SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,BKK,3885,Thailand,Bangkok,Suvarnabhumi Airport,13.68109989,100.7470016,7,U,
SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,HAK,4120,China,Haikou,Haikou Meilan International Airport,19.93490028,110.4589996,8,U,
SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,HGH,3386,China,Hangzhou,Hangzhou Xiaoshan International Airport,30.22949982,120.4339981,8,U,
SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,HKG,3077,Hong Kong,Hong Kong,Hong Kong International Airport,22.308901,113.915001,8,U,
SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,HKT,3179,Thailand,Phuket,Phuket International Airport,8.1132,98.316902,7,U,
SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,KUL,3304,Malaysia,Kuala Lumpur,Kuala Lumpur International Airport,2.745579958,101.7099991,8,N,
SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,MNL,2397,Philippines,Manila,Ninoy Aquino International Airport,14.5086,121.019997,8,N,
SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,PEN,3308,Malaysia,Penang,Penang International Airport,5.297140121,100.2770004,8,N,
SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,PNH,3034,Cambodia,Phnom-penh,Phnom Penh International Airport,11.54660034,104.8440018,7,U,
SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,REP,3035,Cambodia,Siem-reap,Siem Reap International Airport,13.41069984,103.8130035,7,U,
SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,RGN,3239,Burma,Yangon,Yangon International Airport,16.90730095,96.1332016,6.5,U,
SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,SGN,3205,Vietnam,Ho Chi Minh City,Tan Son Nhat International Airport,10.81879997,106.6520004,7,U,
SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,SWA,4302,China,Shantou,Jieyang Chaoshan International Airport,23.552,116.5033,8,U,
SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,TPE,2276,Taiwan,Taipei,Taiwan Taoyuan International Airport,25.0777,121.233002,8,U,
SWA,4302,China,Shantou,Jieyang Chaoshan International Airport,23.552,116.5033,8,U,SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,
TPE,2276,Taiwan,Taipei,Taiwan Taoyuan International Airport,25.0777,121.233002,8,U,KIX,3992,Japan,Osaka,Kansai International Airport,34.4272995,135.2440033,9,U,
TPE,2276,Taiwan,Taipei,Taiwan Taoyuan International Airport,25.0777,121.233002,8,U,SIN,3316,Singapore,Singapore,Singapore Changi Airport,1.35019,103.994003,8,N,
BHY,6351,China,Beihai,Beihai Airport,21.5394,109.293999,8,U,XIY,3379,China,Xi'an,Xi'an Xianyang International Airport,34.447102,108.751999,8,U,
CAN,3370,China,Guangzhou,Guangzhou Baiyun International Airport,23.39240074,113.2990036,8,U,CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,
CAN,3370,China,Guangzhou,Guangzhou Baiyun International Airport,23.39240074,113.2990036,8,U,CTU,3395,China,Chengdu,Chengdu Shuangliu International Airport,30.57850075,103.9469986,8,U,
CGO,3375,China,Zhengzhou,Zhengzhou Xinzheng International Airport,34.5196991,113.8410034,8,U,CGQ,4380,China,Changchun,Longjia Airport,43.99620056,125.6849976,8,U,
CGO,3375,China,Zhengzhou,Zhengzhou Xinzheng International Airport,34.5196991,113.8410034,8,U,CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,
CGO,3375,China,Zhengzhou,Zhengzhou Xinzheng International Airport,34.5196991,113.8410034,8,U,CTU,3395,China,Chengdu,Chengdu Shuangliu International Airport,30.57850075,103.9469986,8,U,
CGO,3375,China,Zhengzhou,Zhengzhou Xinzheng International Airport,34.5196991,113.8410034,8,U,HGH,3386,China,Hangzhou,Hangzhou Xiaoshan International Airport,30.22949982,120.4339981,8,U,
CGO,3375,China,Zhengzhou,Zhengzhou Xinzheng International Airport,34.5196991,113.8410034,8,U,HRB,3400,China,Harbin,Taiping Airport,45.62340164,126.25,8,U,
CGO,3375,China,Zhengzhou,Zhengzhou Xinzheng International Airport,34.5196991,113.8410034,8,U,KMG,3382,China,Kunming,Kunming Changshui International Airport,25.1019444,102.9291667,8,N,
CGO,3375,China,Zhengzhou,Zhengzhou Xinzheng International Airport,34.5196991,113.8410034,8,U,URC,3399,China,Urumqi,Ürümqi Diwopu International Airport,43.90710068,87.47419739,8,U,
CGQ,4380,China,Changchun,Longjia Airport,43.99620056,125.6849976,8,U,CGO,3375,China,Zhengzhou,Zhengzhou Xinzheng International Airport,34.5196991,113.8410034,8,U,
CGQ,4380,China,Changchun,Longjia Airport,43.99620056,125.6849976,8,U,NKG,3388,China,Nanjing,Nanjing Lukou Airport,31.74200058,118.8619995,8,U,
CGQ,4380,China,Changchun,Longjia Airport,43.99620056,125.6849976,8,U,TNA,4108,China,Jinan,Yaoqiang Airport,36.85720062,117.2160034,8,U,
CGQ,4380,China,Changchun,Longjia Airport,43.99620056,125.6849976,8,U,TSN,3368,China,Tianjin,Tianjin Binhai International Airport,39.12440109,117.3460007,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,CAN,3370,China,Guangzhou,Guangzhou Baiyun International Airport,23.39240074,113.2990036,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,CGO,3375,China,Zhengzhou,Zhengzhou Xinzheng International Airport,34.5196991,113.8410034,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,CSX,3371,China,Changcha,Changsha Huanghua International Airport,28.18919945,113.2200012,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,CTU,3395,China,Chengdu,Chengdu Shuangliu International Airport,30.57850075,103.9469986,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,CZX,4109,China,Changzhou,Changzhou Benniu Airport,31.919701,119.778999,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,DLC,3404,China,Dalian,Zhoushuizi Airport,38.96569824,121.5390015,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,DYG,6353,China,Dayong,Dayong Airport,29.1028,110.443001,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,HAK,4120,China,Haikou,Haikou Meilan International Airport,19.93490028,110.4589996,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,HGH,3386,China,Hangzhou,Hangzhou Xiaoshan International Airport,30.22949982,120.4339981,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,HKT,3179,Thailand,Phuket,Phuket International Airport,8.1132,98.316902,7,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,KHN,3384,China,Nanchang,Nanchang Changbei International Airport,28.86499977,115.9000015,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,KMG,3382,China,Kunming,Kunming Changshui International Airport,25.1019444,102.9291667,8,N,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,LHW,3378,China,Lanzhou,Lanzhou Zhongchuan Airport,36.51520157,103.6200027,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,LJG,4033,China,Lijiang,Lijiang Airport,26.68000031,100.2460022,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,LXA,4097,China,Lhasa,Lhasa Gonggar Airport,29.29780006,90.91190338,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,NGB,3387,China,Ninbo,Ningbo Lishe International Airport,29.82670021,121.461998,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,NKG,3388,China,Nanjing,Nanjing Lukou Airport,31.74200058,118.8619995,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,NNG,3373,China,Nanning,Nanning Wuxu Airport,22.60829926,108.1719971,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,PEK,3364,China,Beijing,Beijing Capital International Airport,40.08010101,116.5849991,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,PVG,3406,China,Shanghai,Shanghai Pudong International Airport,31.14340019,121.8050003,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,PZI,6435,China,Panzhihua,Bao'anying Airport,26.54,101.79852,8,N,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,SWA,4302,China,Shantou,Jieyang Chaoshan International Airport,23.552,116.5033,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,SYX,4030,China,Sanya,Sanya Phoenix International Airport,18.30290031,109.4120026,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,SZX,3374,China,Shenzhen,Shenzhen Bao'an International Airport,22.63929939,113.810997,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,TNA,4108,China,Jinan,Yaoqiang Airport,36.85720062,117.2160034,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,TSA,2275,Taiwan,Taipei,Taipei Songshan Airport,25.06940079,121.552002,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,TSN,3368,China,Tianjin,Tianjin Binhai International Airport,39.12440109,117.3460007,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,TYN,3369,China,Taiyuan,Taiyuan Wusu Airport,37.74689865,112.6279984,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,URC,3399,China,Urumqi,Ürümqi Diwopu International Airport,43.90710068,87.47419739,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,WUH,3376,China,Wuhan,Wuhan Tianhe International Airport,30.7838,114.208,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,WUX,6390,China,Wuxi,Sunan Shuofang International Airport,31.49440002,120.4290009,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,XIY,3379,China,Xi'an,Xi'an Xianyang International Airport,34.447102,108.751999,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,XNN,6366,China,Xining,Xining Caojiabu Airport,36.5275,102.042999,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,YIH,6361,China,Yichang,Yichang Sanxia Airport,30.55655,111.479988,8,U,
CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,ZHA,6357,China,Zhanjiang,Zhanjiang Airport,21.214399,110.358002,8,U,
CSX,3371,China,Changcha,Changsha Huanghua International Airport,28.18919945,113.2200012,8,U,CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,
CSX,3371,China,Changcha,Changsha Huanghua International Airport,28.18919945,113.2200012,8,U,CTU,3395,China,Chengdu,Chengdu Shuangliu International Airport,30.57850075,103.9469986,8,U,
CSX,3371,China,Changcha,Changsha Huanghua International Airport,28.18919945,113.2200012,8,U,FOC,3385,China,Fuzhou,Fuzhou Changle International Airport,25.93510056,119.663002,8,U,
CSX,3371,China,Changcha,Changsha Huanghua International Airport,28.18919945,113.2200012,8,U,KMG,3382,China,Kunming,Kunming Changshui International Airport,25.1019444,102.9291667,8,N,
CSX,3371,China,Changcha,Changsha Huanghua International Airport,28.18919945,113.2200012,8,U,SHE,4144,China,Shenyang,Taoxian Airport,41.63980103,123.4830017,8,U,
CSX,3371,China,Changcha,Changsha Huanghua International Airport,28.18919945,113.2200012,8,U,WNZ,6392,China,Wenzhou,Wenzhou Longwan International Airport,27.912201,120.851997,8,U,
CSX,3371,China,Changcha,Changsha Huanghua International Airport,28.18919945,113.2200012,8,U,XMN,3383,China,Xiamen,Xiamen Gaoqi International Airport,24.54400063,118.1279984,8,U,
CTU,3395,China,Chengdu,Chengdu Shuangliu International Airport,30.57850075,103.9469986,8,U,CAN,3370,China,Guangzhou,Guangzhou Baiyun International Airport,23.39240074,113.2990036,8,U,
CTU,3395,China,Chengdu,Chengdu Shuangliu International Airport,30.57850075,103.9469986,8,U,CGO,3375,China,Zhengzhou,Zhengzhou Xinzheng International Airport,34.5196991,113.8410034,8,U,
CTU,3395,China,Chengdu,Chengdu Shuangliu International Airport,30.57850075,103.9469986,8,U,CKG,3393,China,Chongqing,Chongqing Jiangbei International Airport,29.71920013,106.6419983,8,U,
CTU,3395,China,Chengdu,Chengdu Shuangliu International Airport,30.57850075,103.9469986,8,U,CSX,3371,China,Changcha,Changsha Huanghua International Airport,28.18919945,113.2200012,8,U,
CTU,3395,China,Chengdu,Chengdu Shuangliu International Airport,30.57850075,103.9469986,8,U,DCY,9310,China,Daocheng,Daocheng Yading Airport,29.323056,100.053333,8,N,
